Key,Source,Context,Changes,English,French,German,Klingon,Spanish
leatherHood,items,Item,KgNone,"Leather Hood",,,,
leatherHoodDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Leather[-]\n\n",,,,
leatherHoodBlack,items,Item,KgNone,"Black Leather Hood",,,,
leatherHoodBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Leather[-]\n\n",,,,
leatherJacket,items,Item,KgNone,"Leather Chest Armor",,,,
leatherJacketDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Leather[-]\n\n",,,,
leatherPants,items,Item,KgNone,"Leather Leg Armor",,,,
leatherPantsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Leather[-]\n\n",,,,
leatherClothesGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Leather[-]\n\nLeather clothing provides a great combination of insulation from the weather and protection from other damage types.",,,,
militaryBoots,items,Item,KgNone,"Military Boots",,,,
militaryBootsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Military Fiber[-]\n\n",,,,
militaryGloves,items,Item,KgNone,"Military Gloves",,,,
militaryGlovesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Military Fiber[-]\n\n",,,,
militaryHelmet,items,Item,KgNone,"Military Helmet",,,,
militaryHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Military Fiber[-]\n\n",,,,
militaryLegArmor,items,Item,KgNone,"Military Leg Armor",,,,
militaryLegArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Military Fiber[-]\n\n",,,,
militaryVest,items,Item,KgNone,"Military Vest",,,,
militaryVestDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Military Fiber[-]\n\n",,,,
militaryArmorGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Military Fiber[-]\n\nMilitary armor while great it didnt help its last owner or we would'nt be in this mess.",,,,
miningHelmet,items,Item,KgNone,"Mining Helmet",,,,
miningHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Iron[-]\n\nThis helmet offers good concussive & puncture defense & the added bonus of a mobile light source. No more dark caves for you.",,,,
nerdGlasses,items,Item,KgNone,"Nerdy Glasses",,,,
nerdGlassesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nThese make you look smart but you know how looks can be deceiving.",,,,
nightvisionGoggles,items,Item,KgNone,"Night Vision Goggles",,,,
nightvisionGogglesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Iron[-]\n\nThese night vision goggles provide a little face protection but probably don't work any more.",,,,
overalls,items,Item,KgNone,"Overalls",,,,
overallsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
plaidShirt,items,Item,KgNone,"Plaid Shirt",,,,
plaidShirtDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
plaidShirtBlack,items,Item,KgNone,"Black Plaid Shirt",,,,
plaidShirtBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
plaidShirtBlue,items,Item,KgNone,"Blue Plaid Shirt",,,,
plaidShirtBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
plaidShirtBrown,items,Item,KgNone,"Brown Plaid Shirt",,,,
plaidShirtBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
plaidShirtGreen,items,Item,KgNone,"Green Plaid Shirt",,,,
plaidShirtGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
plaidShirtRed,items,Item,KgNone,"Red Plaid Shirt",,,,
plaidShirtRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
plaidShirtClothesGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nLook like a lumberjack while getting a little protection against the weather and other damage types with this fine flannel shirt.",,,,
plantFiberGloves,items,Item,KgNone,"Plant Fiber Gloves",,,,
plantFiberGlovesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\n",,,,
plantFiberHat,items,Item,KgNone,"Plant Fiber Hat",,,,
plantFiberHatDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\n",,,,
plantFiberHood,items,Item,KgNone,"Plant Fiber Hood",,,,
plantFiberHoodDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\n",,,,
plantFiberPants,items,Item,KgNone,"Plant Fiber Pants",,,,
plantFiberPantsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\n",,,,
plantFiberShirt,items,Item,KgNone,"Plant Fiber Shirt",,,,
plantFiberShirtDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\n",,,,
plantFiberShoes,items,Item,KgNone,"Plant Fiber Shoes",,,,
plantFiberShoesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\n",,,,
plantFiberClothesGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\nPlant fiber clothing provides basic protection against cold weather but is not ideal against other damage types.",,,,
pressboyCapBlack,items,Item,KgNone,"Black Press Boy Cap",,,,
pressboyCapBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pressboyCapBlue,items,Item,KgNone,"Blue Press Boy Cap",,,,
pressboyCapBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pressboyCapBrown,items,Item,KgNone,"Brown Press Boy Cap",,,,
pressboyCapBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pressboyCapGreen,items,Item,KgNone,"Green Press Boy Cap",,,,
pressboyCapGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pressboyCapRed,items,Item,KgNone,"Red Press Boy Cap",,,,
pressboyCapRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pressboyCapWhite,items,Item,KgNone,"White Press Boy Cap",,,,
pressboyCapWhiteDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pufferCoat,items,Item,KgNone,"Puffer Coat",,,,
pufferCoatDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pufferCoatBlack,items,Item,KgNone,"Black Puffer Coat",,,,
pufferCoatBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pufferCoatBrown,items,Item,KgNone,"Brown Puffer Coat",,,,
pufferCoatBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pufferCoatGreen,items,Item,KgNone,"Green Puffer Coat",,,,
pufferCoatGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pufferCoatRed,items,Item,KgNone,"Red Puffer Coat",,,,
pufferCoatRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
pufferCoatGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nKeep toasty warm even in the coldest environments with this hand quilted Puffer Coat.",,,,
redDenimPants,items,Item,KgNone,"Red Denim Pants",,,,
redDenimPantsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
runningShoes,items,Item,KgNone,"Running Shoes",,,,
runningShoesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Leather[-]\n\n",,,,
scrapBoots,items,Item,KgNone,"Scrap Boots",,,,
scrapBootsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\n",,,,
scrapChestArmor,items,Item,KgNone,"Scrap Chest Armor",,,,
scrapChestArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\n",,,,
scrapGloves,items,Item,KgNone,"Scrap Gloves",,,,
scrapGlovesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\n",,,,
scrapHelmet,items,Item,KgNone,"Scrap Helmet",,,,
scrapHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\n",,,,
scrapLegArmor,items,Item,KgNone,"Scrap Leg Armor",,,,
scrapLegArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\n",,,,
scrapIronClothesGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nNot the most comfortable armor in the wastland, but hey the apocalypse was never meant to be easy",,,,
shades,items,Item,KgNone,"Shades",,,,
shadesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Iron[-]\n\nNice Looking shades with a fancy silver frame",,,,
shadesBlack,items,Item,KgNone,"Black Shades",,,,
shadesBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Iron[-]\n\nNice Looking shades with a fancy black frame",,,,
shirt,items,Item,KgNone,"Shirt",,,,
shirtDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
shirtBlack,items,Item,KgNone,"Black Shirt",,,,
shirtBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
shirtBlue,items,Item,KgNone,"Blue Shirt",,,,
shirtBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
shirtBrown,items,Item,KgNone,"Brown Shirt",,,,
shirtBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
shirtGreen,items,Item,KgNone,"Green Shirt",,,,
shirtGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
shirtRed,items,Item,KgNone,"Red Shirt",,,,
shirtRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
shirtClothesGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nGet a little protection against the weather and other damage types with this fine cotton shirt.",,,,
skirt,items,Item,KgNone,"White Skirt",,,,
skirtDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skirtBlack,items,Item,KgNone,"Black Skirt",,,,
skirtBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skirtBlue,items,Item,KgNone,"Blue Skirt",,,,
skirtBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skirtBrown,items,Item,KgNone,"Brown Skirt",,,,
skirtBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skirtGreen,items,Item,KgNone,"Green Skirt",,,,
skirtGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skirtRed,items,Item,KgNone,"Red Skirt",,,,
skirtRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skullCap,items,Item,KgNone,"Skull Cap",,,,
skullCapDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nThis finely woven piece of headgear will make you wish every day was the first day of winter!",,,,
skullCapBlack,items,Item,KgNone,"Black Skull Cap",,,,
skullCapBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skullCapBlue,items,Item,KgNone,"Blue Skull Cap",,,,
skullCapBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skullCapBrown,items,Item,KgNone,"Brown Skull Cap",,,,
skullCapBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skullCapGreen,items,Item,KgNone,"Green Skull Cap",,,,
skullCapGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
skullCapRed,items,Item,KgNone,"Red Skull Cap",,,,
skullCapRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
swatHelmet,items,Item,KgNone,"SWAT Helmet",,,,
swatHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Military Fiber[-]\n\nI need a riot shield!",,,,
sweatshirt,items,Item,KgNone,"White Sweatshirt",,,,
sweatshirtDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
sweatshirtBlack,items,Item,KgNone,"Black Sweatshirt",,,,
sweatshirtBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
sweatshirtBlue,items,Item,KgNone,"Blue Sweatshirt",,,,
sweatshirtBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
sweatshirtBrown,items,Item,KgNone,"Brown Sweatshirt",,,,
sweatshirtBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
sweatshirtGreen,items,Item,KgNone,"Green Sweatshirt",,,,
sweatshirtGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
sweatshirtRed,items,Item,KgNone,"Red Sweatshirt",,,,
sweatshirtRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tankTopBlue,items,Item,KgNone,"Blue Tank Top",,,,
tankTopBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tankTopGreen,items,Item,KgNone,"Green Tank Top",,,,
tankTopGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tankTopPurple,items,Item,KgNone,"Purple Tank Top",,,,
tankTopPurpleDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tankTopRed,items,Item,KgNone,"Red Tank Top",,,,
tankTopRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tankTopWhite,items,Item,KgNone,"White Tank Top",,,,
tankTopWhiteDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tankTopClothesGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nShow off your biceps while getting a little protection against the weather and other damage types with this cotton tank top.",,,,
tshirtBlack,items,Item,KgNone,"Black T-Shirt",,,,
tshirtBlackDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tshirtBlue,items,Item,KgNone,"Blue T-Shirt",,,,
tshirtBlueDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tshirtBrown,items,Item,KgNone,"Brown T-Shirt",,,,
tshirtBrownDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tshirtGreen,items,Item,KgNone,"Green T-Shirt",,,,
tshirtGreenDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tshirtRed,items,Item,KgNone,"Red T-Shirt",,,,
tshirtRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tshirtWhite,items,Item,KgNone,"White T-Shirt",,,,
tshirtWhiteDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n",,,,
tshirtZUWhite,items,Item,KgNone,"White Football Jersey",,,,
tshirtZUWhiteDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nNot even the zombie apocalypse can stop you from rooting for the boys. Go team!",,,,
tshirtClothesGroupDesc,items,Item,KgNone,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nShow off your biceps while getting a little protection against the weather and other damage types with this cotton shirt.",,,,
wornBoots,items,Item,KgNone,"Worn Boots",,,,
wornBootsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nDo walk a mile in someone else's boots. They surely won't need them any more.",,,,
ulmIronHelmetFL,items,Item,KgNone,"Iron Helmet with Light",,,,
ulmIronHelmetFLDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Iron[-]\n\nProvides good protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmMilitaryHelmetFL,items,Item,KgNone,"Military Helmet with Light",,,,
ulmMilitaryHelmetFLDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Military Fiber[-]\n\nProvides excellent protection against varous kinds of damage.",,,,
ulmSteelHelmet,items,Item,KgNone,"Steel Helmet",,,,
ulmSteelHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelHelmetFL,items,Item,KgNone,"Steel Helmet with Light",,,,
ulmSteelHelmetFLDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelChestArmor,items,Item,KgNone,"Steel Chest Armor",,,,
ulmSteelChestArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelLegArmor,items,Item,KgNone,"Steel Leg Armor",,,,
ulmSteelLegArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelBoots,items,Item,KgNone,"Steel Boots",,,,
ulmSteelBootsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelGloves,items,Item,KgNone,"Steel Gloves",,,,
ulmSteelGlovesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumHelmet,items,Item,KgNone,"Titanium Helmet",,,,
ulmTitaniumHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumHelmetFL,items,Item,KgNone,"Titanium Helmet with Light",,,,
ulmTitaniumHelmetFLDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
